identifier	text	seq	syn	dep_left	dep_right	chunk
bear	massive plantigrade carnivorous or omnivorous mammals with long shaggy coats and strong claws.	['massive', 'plantigrade', 'carnivorous', 'or', 'omnivorous', 'mammals', 'with', 'long', 'shaggy', 'coats', 'and', 'strong', 'claws', '.']	[['massive', 'plantigrade', 'carnivorous', 'or', 'omnivorous', 'mammals'], ['with', [['long', 'shaggy', 'coats'], 'and', ['strong', 'claws']]], '.']	['carnivorous', 'massive', 'plantigrade', 'or', ['mammals', 'omnivorous'], ['coats', 'with', 'long', 'shaggy', 'and', ['claws', 'strong']], '.']	['massive', 'plantigrade', 'or', ['omnivorous', 'mammals'], ['with', 'long', 'shaggy', 'and', ['strong', 'claws'], 'coats'], '.', 'carnivorous']	[['massive', 'plantigrade', 'carnivorous', 'or', 'omnivorous', 'mammals'], 'with', ['long', 'shaggy', 'coats'], 'and', ['strong', 'claws'], '.']
beard	the hair growing on the lower part of a man's face.	"['the', 'hair', 'growing', 'on', 'the', 'lower', 'part', 'of', 'a', 'man', ""'s"", 'face', '.']"	"[['the', 'hair'], ['growing', ['on', [['the', 'lower', 'part'], ['of', [['a', 'man', ""'s""], 'face']]]]], '.']"	"['hair', 'the', ['growing', ['part', 'on', 'the', 'lower', ['face', 'of', ['man', 'a', ""'s""]]]], '.']"	"['the', [['on', 'the', 'lower', ['of', ['a', ""'s"", 'man'], 'face'], 'part'], 'growing'], '.', 'hair']"	"[['the', 'hair'], 'growing', 'on', ['the', 'lower', 'part'], 'of', ['a', 'man', ""'s"", 'face'], '.']"
beauty	the qualities that give pleasure to the senses	['the', 'qualities', 'that', 'give', 'pleasure', 'to', 'the', 'senses']	[['the', 'qualities'], ['that', ['give', 'pleasure', ['to', ['the', 'senses']]]]]	['qualities', 'the', ['give', 'that', 'pleasure', ['senses', 'to', 'the']]]	['the', ['that', 'pleasure', ['to', 'the', 'senses'], 'give'], 'qualities']	[['the', 'qualities'], 'that', 'give', 'pleasure', 'to', ['the', 'senses']]
bed	a piece of furniture that provides a place to sleep.	['a', 'piece', 'of', 'furniture', 'that', 'provides', 'a', 'place', 'to', 'sleep', '.']	[['a', 'piece'], ['of', ['furniture', ['that', ['provides', ['a', 'place', ['to', 'sleep']]]]]], '.']	['piece', 'a', ['furniture', 'of'], ['provides', 'that', ['place', 'a', ['sleep', 'to']]], '.']	['a', ['of', 'furniture'], ['that', ['a', ['to', 'sleep'], 'place'], 'provides'], '.', 'piece']	[['a', 'piece'], 'of', 'furniture', 'that', 'provides', ['a', 'place'], 'to', 'sleep', '.']
bedroom	a room used primarily for sleeping.	['a', 'room', 'used', 'primarily', 'for', 'sleeping', '.']	[['a', 'room'], ['used', 'primarily', ['for', 'sleeping']], '.']	['room', 'a', ['used', 'primarily', ['sleeping', 'for']], '.']	['a', ['primarily', ['for', 'sleeping'], 'used'], '.', 'room']	[['a', 'room'], 'used', 'primarily', 'for', 'sleeping', '.']
beef	cattle that are reared for their meat.	['cattle', 'that', 'are', 'reared', 'for', 'their', 'meat', '.']	[['cattle', ['that', ['are', ['reared', ['for', ['their', 'meat']]]]]], '.']	['cattle', ['reared', 'that', 'are', ['meat', 'for', 'their']], '.']	[['that', 'are', ['for', 'their', 'meat'], 'reared'], '.', 'cattle']	['cattle', 'that', 'are', 'reared', 'for', ['their', 'meat'], '.']
beer	a general name for alcoholic beverages made by fermenting a cereal (or mixture of cereals) flavored with hops.	['a', 'general', 'name', 'for', 'alcoholic', 'beverages', 'made', 'by', 'fermenting', 'a', 'cereal', '(', 'or', 'mixture', 'of', 'cereals', ')', 'flavored', 'with', 'hops', '.']	[[['a', 'general', 'name'], ['for', [['alcoholic', 'beverages'], ['made', ['by', ['fermenting', [['a', 'cereal'], ['-LRB-', 'or', ['mixture', ['of', 'cereals']], '-RRB-'], ['flavored', 'with']]]]]]]], 'hops', '.']	['name', 'a', 'general', ['beverages', 'for', 'alcoholic', ['made', ['fermenting', 'by', ['cereal', 'a', ['mixture', '-LRB-', 'or', ['cereals', 'of'], '-RRB-'], ['flavored', ['hops', 'with']]]]]], '.']	['a', 'general', ['for', 'alcoholic', [['by', ['a', ['-LRB-', 'or', ['of', 'cereals'], '-RRB-', 'mixture'], [['with', 'hops'], 'flavored'], 'cereal'], 'fermenting'], 'made'], 'beverages'], '.', 'name']	[['a', 'general', 'name'], 'for', ['alcoholic', 'beverages'], 'made', 'by', 'fermenting', ['a', 'cereal'], '(', 'or', 'mixture', 'of', 'cereals', ')', 'flavored', 'with', 'hops', '.']
beetle	insect having biting mouthparts and front wings modified to form horny covers overlying the membranous rear wings.	['insect', 'having', 'biting', 'mouthparts', 'and', 'front', 'wings', 'modified', 'to', 'form', 'horny', 'covers', 'overlying', 'the', 'membranous', 'rear', 'wings', '.']	[['insect', ['having', ['biting', ['mouthparts', 'and', [['front', 'wings'], ['modified', ['to', ['form', 'horny']]]]]]]], ['covers', ['overlying', ['the', 'membranous', 'rear', 'wings']]], '.']	['covers', ['insect', ['biting', 'having', ['mouthparts', 'and', ['wings', 'front'], ['modified', ['form', 'to', 'horny']]]]], ['overlying', ['wings', 'the', 'membranous', 'rear']], '.']	[[['having', ['and', ['front', 'wings'], [['to', 'horny', 'form'], 'modified'], 'mouthparts'], 'biting'], 'insect'], [['the', 'membranous', 'rear', 'wings'], 'overlying'], '.', 'covers']	['insect', 'having', ['biting', 'mouthparts'], 'and', ['front', 'wings'], 'modified', 'to', 'form', ['horny', 'covers'], 'overlying', ['the', 'membranous', 'rear', 'wings'], 'modified', 'to', 'form', 'horny', 'covers', 'overlying', 'the', 'membranous', 'rear', 'wings', '.']
belly	the region of the body of a vertebrate between the thorax and the pelvis.	['the', 'region', 'of', 'the', 'body', 'of', 'a', 'vertebrate', 'between', 'the', 'thorax', 'and', 'the', 'pelvis', '.']	[['the', 'region'], ['of', ['the', 'body']], ['of', [['a', 'vertebrate'], ['between', [['the', 'thorax'], 'and', ['the', 'pelvis']]]]], '.']	['region', 'the', ['body', 'of', 'the', ['vertebrate', 'of', 'a', ['thorax', 'between', 'the', 'and', ['pelvis', 'the']]]], '.']	['the', ['of', 'the', ['of', 'a', ['between', 'the', 'and', ['the', 'pelvis'], 'thorax'], 'vertebrate'], 'body'], '.', 'region']	[['the', 'region'], 'of', ['the', 'body'], 'of', ['a', 'vertebrate'], 'between', ['the', 'thorax'], 'and', ['the', 'pelvis'], '.']
bench	a long seat for more than one person.	['a', 'long', 'seat', 'for', 'more', 'than', 'one', 'person', '.']	[['a', 'long', 'seat'], ['for', [['more', 'than', 'one'], 'person']], '.']	['seat', 'a', 'long', ['person', 'for', ['one', ['more', 'than']]], '.']	['a', 'long', ['for', [['than', 'more'], 'one'], 'person'], '.', 'seat']	[['a', 'long', 'seat'], 'for', ['more', 'than', 'one', 'person'], '.']
berry	any of numerous small and pulpy edible fruits.	['any', 'of', 'numerous', 'small', 'and', 'pulpy', 'edible', 'fruits', '.']	['any', ['of', ['numerous', 'small', 'and', 'pulpy', 'edible', 'fruits']], '.']	['any', ['fruits', 'of', 'numerous', ['small', 'and', 'pulpy'], 'edible'], '.']	[['of', 'numerous', ['and', 'pulpy', 'small'], 'edible', 'fruits'], '.', 'any']	['any', 'of', ['numerous', 'small', 'and', 'pulpy', 'edible', 'fruits'], '.']
bible	the sacred writings of the Christian religions.	['the', 'sacred', 'writings', 'of', 'the', 'Christian', 'religions', '.']	[['the', 'sacred', 'writings'], ['of', ['the', 'Christian', 'religions']], '.']	['writings', 'the', 'sacred', ['religions', 'of', 'the', 'Christian'], '.']	['the', 'sacred', ['of', 'the', 'Christian', 'religions'], '.', 'writings']	[['the', 'sacred', 'writings'], 'of', ['the', 'Christian', 'religions'], '.']
bicycle	a wheeled vehicle that has two wheels and is moved by foot pedals.	['a', 'wheeled', 'vehicle', 'that', 'has', 'two', 'wheels', 'and', 'is', 'moved', 'by', 'foot', 'pedals', '.']	[[['a', 'wheeled', 'vehicle'], ['that', [['has', ['two', 'wheels']], 'and', 'is']]], ['moved', ['by', ['foot', 'pedals']]], '.']	['vehicle', 'a', 'wheeled', ['has', 'that', ['wheels', 'two'], 'and', ['moved', 'is', ['pedals', 'by', 'foot']]], '.']	['a', 'wheeled', ['that', ['two', 'wheels'], 'and', ['is', ['by', 'foot', 'pedals'], 'moved'], 'has'], '.', 'vehicle']	[['a', 'wheeled', 'vehicle'], 'that', 'has', ['two', 'wheels'], 'and', 'is', 'moved', 'by', ['foot', 'pedals'], '.']
bike	a motor vehicle with two wheels and a strong frame.	['a', 'motor', 'vehicle', 'with', 'two', 'wheels', 'and', 'a', 'strong', 'frame', '.']	[['a', 'motor', 'vehicle'], ['with', [['two', 'wheels'], 'and', ['a', 'strong', 'frame']]], '.']	['vehicle', 'a', 'motor', ['wheels', 'with', 'two', 'and', ['frame', 'a', 'strong']], '.']	['a', 'motor', ['with', 'two', 'and', ['a', 'strong', 'frame'], 'wheels'], '.', 'vehicle']	[['a', 'motor', 'vehicle'], 'with', ['two', 'wheels'], 'and', ['a', 'strong', 'frame'], '.']
bikini	an atoll in the Marshall Islands.	['an', 'atoll', 'in', 'the', 'Marshall', 'Islands', '.']	[['an', 'atoll'], ['in', ['the', 'Marshall', 'Islands']], '.']	['atoll', 'an', ['Islands', 'in', 'the', 'Marshall'], '.']	['an', ['in', 'the', 'Marshall', 'Islands'], '.', 'atoll']	[['an', 'atoll'], 'in', ['the', 'Marshall', 'Islands'], '.']
bird	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings.	['warm-blooded', 'egg-laying', 'vertebrates', 'characterized', 'by', 'feathers', 'and', 'forelimbs', 'modified', 'as', 'wings', '.']	[[['warm-blooded', 'egg-laying', 'vertebrates'], ['characterized', ['by', ['feathers', 'and', 'forelimbs']]]], ['modified', ['as', 'wings']], '.']	['vertebrates', 'warm-blooded', 'egg-laying', ['characterized', ['feathers', 'by', 'and', 'forelimbs', ['modified', ['wings', 'as']]]], '.']	['warm-blooded', 'egg-laying', [['by', 'and', 'forelimbs', [['as', 'wings'], 'modified'], 'feathers'], 'characterized'], '.', 'vertebrates']	[['warm', '-', 'blooded', 'egg', '-', 'laying', 'vertebrates'], 'characterized', 'by', 'feathers', 'and', 'forelimbs', 'modified', 'as', 'wings', '.']
birthday	an anniversary of the day on which a person was born (or the celebration of it)	['an', 'anniversary', 'of', 'the', 'day', 'on', 'which', 'a', 'person', 'was', 'born', '(', 'or', 'the', 'celebration', 'of', 'it', ')']	[['an', 'anniversary'], ['of', [['the', 'day'], [['on', 'which'], [['a', 'person'], ['was', 'born']]], ['-LRB-', 'or', [['the', 'celebration'], ['of', 'it']], '-RRB-']]]]	['anniversary', 'an', ['day', 'of', 'the', ['born', ['which', 'on'], ['person', 'a'], 'was', ['celebration', '-LRB-', 'or', 'the', ['it', 'of'], '-RRB-']]]]	['an', ['of', 'the', [['on', 'which'], ['a', 'person'], 'was', ['-LRB-', 'or', 'the', ['of', 'it'], '-RRB-', 'celebration'], 'born'], 'day'], 'anniversary']	[['an', 'anniversary'], 'of', ['the', 'day'], 'on', 'which', ['a', 'person'], 'was', 'born', '(', 'or', 'the', 'celebration', 'of', 'it', ')']
black	the quality or state of the achromatic color of least lightness (bearing the least resemblance to white).	['the', 'quality', 'or', 'state', 'of', 'the', 'achromatic', 'color', 'of', 'least', 'lightness', '(', 'bearing', 'the', 'least', 'resemblance', 'to', 'white', ')', '.']	[['the', 'quality', 'or', 'state'], ['of', [['the', 'achromatic', 'color'], ['of', ['least', 'lightness']], ['-LRB-', ['bearing', ['the', 'least', 'resemblance'], ['to', 'white']], '-RRB-']]], '.']	['quality', 'the', 'or', 'state', ['color', 'of', 'the', 'achromatic', ['lightness', 'of', 'least'], ['bearing', '-LRB-', ['resemblance', 'the', 'least', ['white', 'to']], '-RRB-']], '.']	['the', 'or', 'state', ['of', 'the', 'achromatic', ['of', 'least', 'lightness'], ['-LRB-', ['the', 'least', ['to', 'white'], 'resemblance'], '-RRB-', 'bearing'], 'color'], '.', 'quality']	[['the', 'quality'], 'or', 'state', 'of', ['the', 'achromatic', 'color'], 'of', ['least', 'lightness'], '(', 'bearing', ['the', 'least', 'resemblance'], 'to', 'white', ')', '.']
blonde	a person with fair skin and hair.	['a', 'person', 'with', 'fair', 'skin', 'and', 'hair', '.']	[['a', 'person'], ['with', ['fair', 'skin', 'and', 'hair']], '.']	['person', 'a', ['skin', 'with', 'fair', 'and', 'hair'], '.']	['a', ['with', 'fair', 'and', 'hair', 'skin'], '.', 'person']	[['a', 'person'], 'with', ['fair', 'skin'], 'and', 'hair', '.']
bloom	the organic process of bearing flowers.	['the', 'organic', 'process', 'of', 'bearing', 'flowers', '.']	[['the', 'organic', 'process'], ['of', ['bearing', 'flowers']], '.']	['process', 'the', 'organic', ['bearing', 'of', 'flowers'], '.']	['the', 'organic', ['of', 'flowers', 'bearing'], '.', 'process']	[['the', 'organic', 'process'], 'of', 'bearing', 'flowers', '.']
blossom	reproductive organ of angiosperm plants especially one having showy or colorful parts.	['reproductive', 'organ', 'of', 'angiosperm', 'plants', 'especially', 'one', 'having', 'showy', 'or', 'colorful', 'parts', '.']	[[['reproductive', 'organ'], ['of', ['angiosperm', 'plants']]], [['especially', 'one'], 'having', ['showy', 'or', 'colorful', 'parts']], '.']	['organ', 'reproductive', ['plants', 'of', 'angiosperm'], ['one', 'especially', ['having', ['parts', ['showy', 'or', 'colorful']]]], '.']	['reproductive', ['of', 'angiosperm', 'plants'], ['especially', [[['or', 'colorful', 'showy'], 'parts'], 'having'], 'one'], '.', 'organ']	[['reproductive', 'organ'], 'of', ['angiosperm', 'plants'], 'especially', 'one', 'having', ['showy', 'or', 'colorful', 'parts'], '.']
blue	blue color or pigment.	['blue', 'color', 'or', 'pigment', '.']	[[['blue', 'color'], 'or', 'pigment'], '.']	['color', 'blue', 'or', 'pigment', '.']	['blue', 'or', 'pigment', '.', 'color']	[['blue', 'color'], 'or', 'pigment', '.']
blur	a hazy or indistinct representation.	['a', 'hazy', 'or', 'indistinct', 'representation', '.']	[['a', ['hazy', 'or', 'indistinct'], 'representation'], '.']	['representation', 'a', ['hazy', 'or', 'indistinct'], '.']	['a', ['or', 'indistinct', 'hazy'], '.', 'representation']	[['a', 'hazy', 'or', 'indistinct', 'representation'], '.']
boardwalk	a walkway made of wooden boards.	['a', 'walkway', 'made', 'of', 'wooden', 'boards', '.']	[['a', 'walkway'], ['made', ['of', ['wooden', 'boards']]], '.']	['walkway', 'a', ['made', ['boards', 'of', 'wooden']], '.']	['a', [['of', 'wooden', 'boards'], 'made'], '.', 'walkway']	[['a', 'walkway'], 'made', 'of', ['wooden', 'boards'], '.']
boat	a small vessel for travel on water.	['a', 'small', 'vessel', 'for', 'travel', 'on', 'water', '.']	[['a', 'small', 'vessel'], ['for', 'travel'], ['on', 'water'], '.']	['vessel', 'a', 'small', ['travel', 'for', ['water', 'on']], '.']	['a', 'small', ['for', ['on', 'water'], 'travel'], '.', 'vessel']	[['a', 'small', 'vessel'], 'for', 'travel', 'on', 'water', '.']
body	the entire structure of an organism (an animal, plant, or human being).	['the', 'entire', 'structure', 'of', 'an', 'organism', '(', 'an', 'animal', ',', 'plant', ',', 'or', 'human', 'being', ')', '.']	[['the', 'entire', 'structure'], ['of', [['an', 'organism'], ['-LRB-', [['an', 'animal'], ',', 'plant', ',', 'or', ['human', 'being']], '-RRB-']]], '.']	['structure', 'the', 'entire', ['organism', 'of', 'an', ['plant', '-LRB-', 'an', 'animal', ',', ',', 'or', ['being', 'human'], '-RRB-']], '.']	['the', 'entire', ['of', 'an', ['-LRB-', 'an', 'animal', ',', ',', 'or', ['human', 'being'], '-RRB-', 'plant'], 'organism'], '.', 'structure']	[['the', 'entire', 'structure'], 'of', ['an', 'organism'], '(', ['an', 'animal', ',', 'plant', ',', 'or', 'human', 'being'], ')', '.']
book	a written work or composition that has been published (printed on pages bound together).	['a', 'written', 'work', 'or', 'composition', 'that', 'has', 'been', 'published', '(', 'printed', 'on', 'pages', 'bound', 'together', ')', '.']	[[['a', 'written', 'work'], 'or', ['composition', 'that']], ['has', ['been', ['published', ['-LRB-', ['printed', ['on', ['pages', ['bound', 'together']]]], '-RRB-']]]], '.']	['work', 'a', 'written', 'or', 'composition', ['published', 'that', 'has', 'been', ['printed', '-LRB-', ['pages', 'on', ['bound', 'together']], '-RRB-']], '.']	['a', 'written', 'or', 'composition', ['that', 'has', 'been', ['-LRB-', ['on', ['together', 'bound'], 'pages'], '-RRB-', 'printed'], 'published'], '.', 'work']	[['a', 'written', 'work'], 'or', 'composition', 'that', 'has', 'been', 'published', '(', 'printed', 'on', 'pages', 'bound', 'together', ')', '.']
boot	footwear that covers the whole foot and lower leg.	['footwear', 'that', 'covers', 'the', 'whole', 'foot', 'and', 'lower', 'leg', '.']	[['footwear', ['that', ['covers', [['the', 'whole', 'foot'], 'and', ['lower', 'leg']]]]], '.']	['footwear', ['covers', 'that', ['foot', 'the', 'whole', 'and', ['leg', 'lower']]], '.']	[['that', ['the', 'whole', 'and', ['lower', 'leg'], 'foot'], 'covers'], '.', 'footwear']	['footwear', 'that', 'covers', ['the', 'whole', 'foot'], 'and', ['lower', 'leg'], '.']
bottle	a glass or plastic vessel used for storing drinks or other liquids.	['a', 'glass', 'or', 'plastic', 'vessel', 'used', 'for', 'storing', 'drinks', 'or', 'other', 'liquids', '.']	[['a', 'glass', 'or', 'plastic', 'vessel'], ['used', ['for', ['storing', ['drinks', 'or', ['other', 'liquids']]]]], '.']	['vessel', 'a', ['glass', 'or', 'plastic'], ['used', ['storing', 'for', ['drinks', 'or', ['liquids', 'other']]]], '.']	['a', ['or', 'plastic', 'glass'], [['for', ['or', ['other', 'liquids'], 'drinks'], 'storing'], 'used'], '.', 'vessel']	[['a', 'glass'], 'or', ['plastic', 'vessel'], 'used', 'for', 'storing', 'drinks', 'or', ['other', 'liquids'], '.']
boxer	someone who fights with his fists for sport.	['someone', 'who', 'fights', 'with', 'his', 'fists', 'for', 'sport', '.']	[['someone', ['who', ['fights', ['with', [['his', 'fists'], ['for', 'sport']]]]]], '.']	['someone', ['fights', 'who', ['fists', 'with', 'his'], ['sport', 'for']], '.']	[['who', ['with', 'his', 'fists'], ['for', 'sport'], 'fights'], '.', 'someone']	['someone', 'who', 'fights', 'with', ['his', 'fists'], 'for', 'sport', '.']
boy	a youthful male person.	['a', 'youthful', 'male', 'person', '.']	['a', 'youthful', 'male', 'person', '.']	['person', 'a', 'youthful', 'male', '.']	['a', 'youthful', 'male', '.', 'person']	[['a', 'youthful', 'male', 'person'], '.']
bracelet	a band of cloth or leather or metal links attached to a wristwatch and wrapped around the wrist.	['a', 'band', 'of', 'cloth', 'or', 'leather', 'or', 'metal', 'links', 'attached', 'to', 'a', 'wristwatch', 'and', 'wrapped', 'around', 'the', 'wrist', '.']	[[['a', 'band'], ['of', ['cloth', 'or', 'leather', 'or', 'metal', 'links']]], [['attached', ['to', ['a', 'wristwatch']]], 'and', ['wrapped', ['around', ['the', 'wrist']]]], '.']	['band', 'a', ['cloth', 'of', 'or', 'leather', 'or', ['links', 'metal']], ['attached', ['wristwatch', 'to', 'a']], 'and', ['wrapped', ['wrist', 'around', 'the']], '.']	['a', ['of', 'or', 'leather', 'or', ['metal', 'links'], 'cloth'], [['to', 'a', 'wristwatch'], 'attached'], 'and', [['around', 'the', 'wrist'], 'wrapped'], '.', 'band']	[['a', 'band'], 'of', 'cloth', 'or', 'leather', 'or', ['metal', 'links'], 'attached', 'to', ['a', 'wristwatch'], 'and', 'wrapped', 'around', ['the', 'wrist'], '.']
branch	a division of some larger or more complex organization.	['a', 'division', 'of', 'some', 'larger', 'or', 'more', 'complex', 'organization', '.']	[['a', 'division'], ['of', ['some', ['larger', 'or', ['more', 'complex']], 'organization']], '.']	['division', 'a', ['organization', 'of', 'some', ['larger', 'or', 'more'], 'complex'], '.']	['a', ['of', 'some', ['or', 'more', 'larger'], 'complex', 'organization'], '.', 'division']	[['a', 'division'], 'of', ['some', 'larger', 'or', 'more', 'complex', 'organization'], '.']
